master_sort,old_sort,coral_id,site,code,type,search_term,lowest_level,cafi_size_mm,measurement,alt_size_mm,alt_measurement,extraction_method,photo_num,id_certainty,general_notes,identification_notes,revised_yn,revision_date,identified_by,revised_by,previous_name,worms_id,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species,coral_id_numeric,site_numeric,code_numeric,type_numeric,search_term_numeric,lowest_level_numeric,cafi_size_mm_numeric,measurement_numeric,alt_size_mm_numeric,alt_measurement_numeric,extraction_method_numeric,photo_num_numeric,id_certainty_numeric,general_notes_numeric,identification_notes_numeric,revised_yn_numeric,revision_date_numeric,identified_by_numeric,revised_by_numeric,previous_name_numeric,phylum_numeric,subphylum_numeric,superclass_numeric,class_numeric,subclass_numeric,superorder_numeric,order_numeric,suborder_numeric,infraorder_numeric,superfamily_numeric,family_numeric,subfamily_numeric,genus_numeric,species_numeric
2632.0,2622.0,HAU-POC33,,ALCO,shrimp,Alpheus collumianus,species,16,rostrum_to_tail,,,smash,,certain,gravid,,,,,,,210504.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus collumianus,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723.0,2713.0,HAU-POC35,,ALCO,shrimp,Alpheus collumianus,species,15,rostrum_to_tail,,,clove,,certain,,,,,,,,210504.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus collumianus,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368.0,1358.0,MAT-POC01,MAT01,ALCO,shrimp,Alpheus collumianus,species,17,rostrum_to_tail,,,clove,Unknown Shrimp 425,certain,gravid,"Tough call, could be ALDO, but dark spots in blotch look more like ALCO, also looks like they have more red in general",y,30-Oct; 2020-05-11,JC,AP; JC; JC,possible_ALCO; ALDO,210504.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus collumianus,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475.0,1465.0,MAT-POC12,MAT03,ALCO,shrimp,Alpheus collumianus,species,14,rostrum_to_tail,,,clove,Unknown Shrimp 499,certain,,,y,30-Oct,AP,AP,possible_ALCO,210504.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus collumianus,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969.0,2959.0,MAT-POC34,,ALCO,shrimp,Alpheus collumianus,species,18,rostrum_to_tail,,,smash,,certain,,,,,,,,210504.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus collumianus,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148.0,2138.0,MRB-POC33,MRBS3,ALCO,shrimp,Alpheus collumianus,species,13,rostrum_to_tail,,,clove,Unknown Shrimp 668,certain,,Brown spots in white claw patch,y,31-Oct,AP,AP,possible_ALDI,210504.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus collumianus,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151.0,2141.0,MRB-POC33,MRBS3,ALCO,shrimp,Alpheus collumianus,species,14,rostrum_to_tail,,,clove,Unknown Shrimp 671,certain,,Brown spots in white claw patch,y,31-Oct,AP,AP,possible_ALCO,210504.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus collumianus,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114.0,1104.0,HAU-POC10,HAU04,ALDI,shrimp,Alpheus diadema,species,15,rostrum_to_tail,,,clove,Unknown Shrimp 353,certain,,"Thick white stripe, relatively squat claws, white blotch behind eyes, redspots, brown bands on body segments",y,17-Oct,AP,AP,desert_alph,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130.0,1120.0,HAU-POC10,HAU04,ALDI,shrimp,Alpheus diadema,species,,rostrum_to_tail,,,smash,Unknown Shrimp 356,certain,,,y,17-Oct,AP,AP,desert_alph,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766.0,2756.0,HAU-POC24,,ALDI,shrimp,Alpheus diadema,species,15,rostrum_to_tail,,,clove,Unknown Shrimp 731,certain,,,y,31-Oct,AP,AP,possible_ALDO,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819.0,2809.0,HAU-POC29,,ALDI,shrimp,Alpheus diadema,species,15,rostrum_to_tail,,,clove,,certain,,,,,,,,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559.0,2549.0,HAU-POC32,,ALDI,shrimp,Alpheus diadema,species,18,rostrum_to_tail,,,clove,,certain,gravid,,,,,,,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560.0,2550.0,HAU-POC32,,ALDI,shrimp,Alpheus diadema,species,14,rostrum_to_tail,,,clove,,certain,,,,,,,,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630.0,2620.0,HAU-POC33,,ALDI,shrimp,Alpheus diadema,species,12,rostrum_to_tail,,,smash,,certain,,,,,,,,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366.0,1356.0,MAT-POC01,MAT01,ALDI,shrimp,Alpheus diadema,species,12,rostrum_to_tail,,,clove,Unknown Shrimp 423,certain,,Spots along top of tail,y,30-Oct,AP,AP,possible_ALDI,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369.0,1359.0,MAT-POC01,MAT01,ALDI,shrimp,Alpheus diadema,species,15,rostrum_to_tail,,,clove,Unknown Shrimp 426,certain,gravid,Spots along tail,y,30-Oct,AP,AP,possible_ALDI,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939.0,2929.0,MAT-POC34,,ALDI,shrimp,Alpheus diadema,species,16,rostrum_to_tail,,,clove,,certain,,,,,,,,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940.0,2930.0,MAT-POC34,,ALDI,shrimp,Alpheus diadema,species,16,rostrum_to_tail,,,clove,,certain,,,,,,,,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941.0,2931.0,MAT-POC34,,ALDI,shrimp,Alpheus diadema,species,17,rostrum_to_tail,,,clove,,certain,gravid,,,,,,,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942.0,2932.0,MAT-POC34,,ALDI,shrimp,Alpheus diadema,species,14,rostrum_to_tail,,,clove,,certain,,,,,,,,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998.0,2988.0,MAT-POC36,,ALDI,shrimp,Alpheus diadema,species,13,rostrum_to_tail,,,clove,,certain,,,,,,,,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976.0,1966.0,MRB-POC26,MRBS2,ALDI,shrimp,Alpheus diadema,species,19,rostrum_to_tail,,,clove,Unknown Shrimp 558,certain,gravid,Spots on top of tail,y,3-Nov,AP,AP,possible_ALDI,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979.0,1969.0,MRB-POC26,MRBS2,ALDI,shrimp,Alpheus diadema,species,17,rostrum_to_tail,,,clove,Unknown Shrimp 561,certain,,Spots on top of tail,y,3-Nov,AP,AP,possible_ALDI,210518.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus diadema,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131.0,1121.0,HAU-POC10,HAU04,ALDO,shrimp,Alpheus dolerus,species,15,rostrum_to_tail,,,smash,Unknown Shrimp 357,revision_possible,,"Worth running by  expert to for characteristics - banded claw with faint orange dots and no real distinct patterning, no eye stripe, V shaped notch behind eyes, but many other species have similar characteristics",y,17-Oct,AP,AP,stripe_claw,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132.0,1122.0,HAU-POC10,HAU04,ALDO,shrimp,Alpheus dolerus,species,17,rostrum_to_tail,,,smash,Unknown Shrimp 358,revision_possible,,"Worth running by  expert to for characteristics - banded claw with faint orange dots and no real distinct patterning, no eye stripe, V shaped notch behind eyes, but many other species have similar characteristics",y,17-Oct,AP,AP,stripe_claw,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171.0,1161.0,HAU-POC14,HAU05,ALDO,shrimp,Alpheus dolerus,species,15,rostrum_to_tail,,,clove,Unknown Shrimp 376,revision_possible,gravid,"Worth running by  expert to for characteristics - banded claw, red dots, mark behind eyes though no V notch in this case",y,30-Oct,AP,AP,cheeto_alpheid,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339.0,1329.0,HAU-POC19,HAU07,ALDO,shrimp,Alpheus dolerus,species,13,rostrum_to_tail,,,smash,Unknown Shrimp 409,revision_possible,alpheus collumanis? pic in post smash,"Worth running by  expert to for characteristics - banded claw with faint orange dots and no real distinct patterning, no eye stripe, V shaped notch behind eyes, but many other species have similar characteristics",y,30-Oct,AP,AP,possible_ALCO,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340.0,1330.0,HAU-POC19,HAU07,ALDO,shrimp,Alpheus dolerus,species,14,rostrum_to_tail,,,smash,Unknown Shrimp 410,revision_possible,gravid pic in post smash,"Worth running by  expert to for characteristics - banded claw with faint orange dots and no real distinct patterning, no eye stripe, V shaped notch behind eyes, but many other species have similar characteristics",y,30-Oct,AP,AP,possible_ALCO,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476.0,1466.0,MAT-POC12,MAT03,ALDO,shrimp,Alpheus dolerus,species,15,rostrum_to_tail,,,clove,Unknown Shrimp 500,revision_possible,gravid,"Eye stripe, banded claw without dots in clear section; still uncertain about this species as a whole but fits other specimen",y,30-Oct; 2020-05-11,JC,AP; JC; JC,possible_ALCO; ALCO,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943.0,2933.0,MAT-POC34,,ALDO,shrimp,Alpheus dolerus,species,13,rostrum_to_tail,,,clove,Unknown Shrimp 821,revision_possible,gravid,"spot pattern on claw and claw shape is close match, can't see mark on top. Originally thought bengalensis based on one photo, but bengalensis is ALPC according to WoRMS and doesn't look like ALPC",y,2020-05-22,JC,JC,clear_alpheid_shrimp,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.1,147.1,MRB-POC05,MRB03,ALDO,shrimp,Alpheus dolerus,species,,rostrum_to_tail,,,clove,Unknown Shrimp 63,certain,"Added from photo, not originally recorded","Faint spots on claw but no big dark spots (ALCO), notch pattern on forehead",,,,,,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.2,147.2,MRB-POC05,MRB03,ALDO,shrimp,Alpheus dolerus,species,,rostrum_to_tail,,,clove,Unknown Shrimp 73,certain,"Added from photo, not originally recorded","Faint spots on claw but no big dark spots (ALCO), notch pattern on forehead",,,,,,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284.0,277.0,MRB-POC10,MRB05,ALDO,shrimp,Alpheus dolerus,species,,rostrum_to_tail,,,smash,US 140,revision_possible,"merged from AP community matrix data on 7/6, was recorded as ALLO but no ALLO post-smash; was accidentally counted twice in order number 301, since deleted","Worth running by  expert to for characteristics - banded claw with faint orange dots and no real distinct patterning, no eye stripe, V shaped notch behind eyes, but many other species have similar characteristics",y,15-Nov,AP,JC,unknown_shrimp,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0,323.0,MRB-POC10,MRB05,ALDO,shrimp,Alpheus dolerus,species,,rostrum_to_tail,,,clove,US 130,revision_possible,merged manually from AP community matrix 7/6,"Worth running by  expert to for characteristics - banded claw with faint orange dots and no real distinct patterning, no eye stripe, V shaped notch behind eyes, but many other species have similar characteristics",y,2020-11-15,AP,JC,unknown_shrimp,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975.0,1965.0,MRB-POC26,MRBS2,ALDO,shrimp,Alpheus dolerus,species,18,rostrum_to_tail,,,clove,Unknown Shrimp 557,revision_possible,,"Spot on head, banded claw, red dots, eye stripe",y,3-Nov,AP,AP,possible_ALCO,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978.0,1968.0,MRB-POC26,MRBS2,ALDO,shrimp,Alpheus dolerus,species,18,rostrum_to_tail,,,clove,Unknown Shrimp 560,revision_possible,gravid,"Spot on head, banded claw, red dots, eye stripe",y,3-Nov,AP,AP,possible_ALCO,514864.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus dolerus,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807.0,2797.0,HAU-POC27,,ALGR,shrimp,Alpheus gracilipes,species,26,rostrum_to_tail,,,clove,Unknown Shrimp 735,certain,gravid,Big dark dots on side with white ring surrounding,y,31-Oct,AP,AP,six_eye_alph,210514.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus gracilipes,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808.0,2798.0,HAU-POC27,,ALGR,shrimp,Alpheus gracilipes,species,27,rostrum_to_tail,,,clove,Unknown Shrimp 736,certain,,Big dark dots on side with white ring surrounding,y,31-Oct,AP,AP,six_eye_alph,210514.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus gracilipes,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817.0,2807.0,HAU-POC29,,ALGR,shrimp,Alpheus gracilipes,species,23,rostrum_to_tail,,,clove,Unknown Shrimp 738,certain,,,y,31-Oct,AP,AP,six_eye_shrimp,210514.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus gracilipes,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818.0,2808.0,HAU-POC29,,ALGR,shrimp,Alpheus gracilipes,species,28,rostrum_to_tail,,,clove,Unknown Shrimp 739,certain,gravid,,y,31-Oct,AP,AP,six_eye_shrimp,210514.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus gracilipes,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
782.0,772.0,HAU-POC01,HAU01,ALLO,shrimp,Alpheus lottini,species,31,rostrum_to_tail,,,clove,Unknown Shrimp 295,certain,,,y,2019-10-15,AP,AP,clear_purple_spots,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
